sample,t,x
3,147,3.8157757805575065
3,148,-2.0760939203586957
3,149,-3.700458418184588
3,150,1.1329348392071277
3,151,-0.47955104896436707
3,152,2.2783505628468235
3,153,1.7384693800787785
3,154,-2.5681869188949484
3,155,-3.9287229946764
3,156,-5.744646675952588
3,157,-5.834608527821549
3,158,-9.583239497297381
3,159,-9.085195935421362
3,160,-7.815810984122617
3,161,-9.92884541105532
3,162,-13.643085395777236
3,163,-17.719491523463425
3,164,-17.912696423114554
3,165,-17.66827728622693
3,166,-18.06141530062992
3,167,-20.063475720275385
3,168,-26.24884083474921
3,169,-24.074369242832912
3,170,-21.30541994833307
3,171,-17.670124354244184
3,172,-14.96656677081552
3,173,-15.949336100718723
3,174,-15.895572664764734
3,175,-15.402644035735454
3,176,-14.839893603654927
3,177,-14.68968943451029
3,178,-14.854501555090401
3,179,-10.382656227739238
3,180,-8.764804197261032
3,181,-8.607878008748548
3,182,-7.7792942658567235
3,183,-9.143124725055857
3,184,-8.536755826470106
3,185,-9.92912651974654
3,186,-11.641538747272628
3,187,-11.994563273034931
3,188,-9.531419267975195
3,189,-9.920049242167252
3,190,-9.841931634453388
4,1,19.642276446381395
4,2,21.71491835908001
4,3,27.888232522956297
4,4,34.97956894442369
4,5,35.07261180665961
4,6,36.32442065725786
4,7,30.692534071824443
4,8,30.649695976645276
4,9,30.063833615039506
4,10,26.178168012409596
4,11,20.604668646075865
4,12,17.4527497920151
4,13,15.351706598577383
4,14,10.510911567126708
4,15,10.348838623301052
4,16,10.942300912316696
4,17,9.19173874651419
4,18,10.331719872659521
4,19,14.182074586911824
4,20,16.711296311562652
4,21,14.610611705643754
4,22,14.59621112917468
4,23,13.028485367012138
4,24,13.65897220671221
4,25,18.049853088608778
4,26,17.59094260138134
4,27,18.49463340806175
4,28,15.48269020572415
4,29,17.93724955878186
4,30,17.64257905019643
4,31,13.988405193163066
4,32,12.253882853576988
4,33,12.999289937873824
4,34,9.586575096620528
4,35,7.564938116926861
4,36,4.937845261793704
4,37,7.668641646293457
4,38,7.2417199277515465
4,39,7.996423697811155
4,40,12.042252093810715
4,41,15.997169982442104
4,42,17.73117147416432
4,43,17.49534704076903
4,44,18.930590138300193
4,45,20.57801251352769
4,46,19.95603951944434
4,47,22.117161448411768
4,48,23.355235571281117
4,49,22.790473816731808
4,50,22.918788119850575
4,51,24.344781380201162
4,52,26.446845863286786
4,53,23.52298346168548
4,54,19.197769162880686
4,55,12.815181734251242
4,56,8.417773806929876
4,57,9.345229629414016
4,58,7.686687768868808
4,59,10.640093145238735
4,60,13.900701811794207
4,61,16.032584043634635
4,62,16.3082492917036
4,63,15.149778591616633
4,64,13.455287182542321
4,65,8.87386681330149
4,66,9.591058147911466
4,67,9.04768015928516
4,68,10.670974862956312
4,69,13.331241774680546
4,70,12.6974416750139
4,71,14.681016143718967
4,72,13.117850024031243
4,73,14.790037662068555
4,74,23.276207513685122
4,75,25.454048546000593
4,76,28.556907561223877
4,77,27.204172134646186
4,78,25.457453667059188
4,79,22.512499297825823
4,80,20.506573681066435
4,81,19.673186864115067
4,82,15.800845241321863
4,83,16.9608651239418
4,84,17.50390896004197
4,85,13.510424481183252
4,86,12.963533840763034
4,87,15.352314805904246
4,88,17.032595230594
4,89,18.825387440163222
4,90,16.488627320041054
4,91,16.398562937593347
4,92,16.6653495887094
4,93,19.766749544869313
4,94,23.612770079031637
4,95,22.067573768154634
4,96,21.143405577137447
4,97,21.419888003848314
4,98,21.430249331653716
4,99,16.467391526111307
4,100,14.157748782608044
4,101,14.860743534689872
4,102,12.263659081818753
4,103,7.165096461539839
4,104,5.416373828262428
4,105,8.928507521524509
4,106,7.834924673691473
4,107,2.441572218611735
4,108,1.2362288317924126
4,109,0.1932130753876714
4,110,-1.457396903144182
4,111,-2.3531780017344
4,112,-1.0328251087491935
4,113,-3.226988003692489
4,114,-6.6698296583742405
4,115,-11.478866943790345
4,116,-11.115613354828227
4,117,-8.78596991878578
4,118,-5.860043355449703
4,119,-3.2734927288974354
4,120,-5.619672378785207
4,121,-5.233815615780818
4,122,-6.704676876802708
4,123,-7.580660962972647
4,124,-10.923377968780375
4,125,-14.252510937714435
4,126,-13.343816307600827
4,127,-10.104302805917676
4,128,-8.442393476765025
4,129,-9.200050509746685
4,130,-6.0919845611405545
4,131,-4.611256329822179
4,132,-1.4944229335421355
4,133,-1.1154887771796262
4,134,-3.76655335477374
4,135,-2.3208713931644778
4,136,0.9396938168663952
4,137,-2.330269997870128
4,138,-4.562505666608942
4,139,-4.1961415632769405
4,140,-7.269398968422836
4,141,-6.972822671531214
4,142,-6.8536127978938595
4,143,-6.443131242374614
4,144,-6.450396598582618
4,145,-5.632380568182365
4,146,-4.975445753092851
4,147,-5.598267671863125
4,148,-4.701547365825373
4,149,-7.948400675902571
4,150,-4.808149343043931
4,151,1.3703671261457835
4,152,3.2757657517082217
4,153,0.37001443147757707
4,154,1.1850572009344993
4,155,6.446558693191987
4,156,5.611860502740422
4,157,7.494218739573842
4,158,6.973007356932811
4,159,7.7576447812477465
4,160,5.815732207940258
4,161,6.45767661953456
4,162,8.529566241579133
4,163,8.775155775282006
4,164,8.106524161540104
4,165,2.594844685779519
4,166,-0.504277511815008
4,167,-5.628552691997193
4,168,-11.126284545352382
4,169,-8.773631187507968
4,170,-9.191883698661469
4,171,-7.815003487342338
4,172,-10.482449676853033
4,173,-14.018159243867554
4,174,-13.519268935053653
5,1,-11.659194836363149
5,2,-10.562003612679764
5,3,-8.748921534953109
5,4,-10.946692801365403
5,5,-9.193443056543593
5,6,-6.614335372421161
5,7,-6.68753383590945
5,8,-10.105226679366359
5,9,-11.407500402318517
5,10,-9.849507475430745
5,11,-9.068561290023517
5,12,-7.682907224200701
5,13,-7.099509494933542
5,14,-7.000326043345066
5,15,-0.7618228412395482
5,16,2.876604014071406
5,17,-1.4652927869422334
5,18,-4.722613104067932
5,19,-7.292211841514025
5,20,-7.788123151842736
5,21,-4.6098643207023
5,22,-5.009528143277491
5,23,-5.682238321415657
5,24,-5.674201550189974
5,25,-5.755813035845723
5,26,-0.1630142874320828
5,27,-2.3624731132642935
5,28,-3.9832889074883338
5,29,-4.011927210332853
5,30,-1.7280954744123003
5,31,-3.0430342145607376
5,32,-6.052282684474946
5,33,-5.047105898214568
5,34,-2.880535264357872
5,35,-2.2246527092151793
5,36,-5.966727334900321
5,37,-5.8824794570523515
5,38,-1.5558826176755511
5,39,-2.571072294820906
5,40,2.2538941810921544
5,41,7.334009162230709
5,42,6.951138129930589
5,43,2.4159869363498294
5,44,1.2411165156723967
5,45,1.2377672270181592
5,46,-1.963516101459939
5,47,-5.32444638150894
5,48,-8.622986985064706
